Project ID,Title,Link,Budget,Description,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,Country Name,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Region,Economy,LDC,SIDS,LLDC,HDI,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,"Provide access to 16,000 beneficiaries, including women, using renewable energy in Tajikistan.",Clean Electricity,Number of beneficiaries using RE (including number of women) ,0,16000,,,0.625,VF,,Accelerating just energy transition,,,Unknown,"5476, 97769-6",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,1,16000,Energy Access,Electricity Access
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,"Installed 0.75 MW of new renewable energy power generation capacity in Tajikistan, benefiting 13,125 direct beneficiaries and contributing to closing the energy access gap.",Unknown,"Installed new RE-power generation capacity, MW ",0,0.75,,,,VF,,Close the gap on energy access,,,Unknown,"5476, 97769-7",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,17500,13125,Energy Transition,Energy (MW added)
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,Facilitate 100 solar water heating (SWH) systems in tourism facilities as part of the Green Energy SME Development Project in Tajikistan.,Other,Number of SWH systems facilitated by the project (in tourism facilities) ,0,100,,,,VF,,Accelerating just energy transition,,,,"5476, 97769-8",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,0,0,Other,Medium Enterprises
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,"Improve access to energy for 17,867 people, with a target of 60% women beneficiaries, through the Green Energy SME Development Project.",Clean Electricity,Number of people with improved access to energy (including percentage of women) ,0,17867,Target: 60% women out of 17867 people,,0.6,VF,,Close the gap on energy access,,,Unknown,"5476, 97769-9",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,1,17867,Energy Access,Electricity Access
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,"Provide access to 3,000,000 people through a marketing and awareness raising campaign, with a target of 60% women, as part of the Green Energy SME Development Project.",Other,Number of people accessed by marketing and awareness raising campaign (including percentage of women) ,0,3000000,"Beneficiary category: Marketing and Awareness Raising Campaign 
Target: 60% women out of 3000000 people",,0.6,VF,,Accelerating just energy transition,,,,"5476, 97769-10",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,0,0,Other,Campaign Participant
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,"Establish a targeted number of organizations to receive project results, including GHG emissions and socio-economic benefits, as part of the Green Energy SME Development Project in Tajikistan.",Other Energy Services,"Number of organizations receiving results of project, including GHG emissions and socio-economic benefits (targeted number to be established during project inception) ",0,nan,"Beneficiary category: Knowledge sharing 
Target: 100% of identified participating stakeholder organizations
Budget for this line: Includes OPEX",,,VF,,Accelerating just energy transition,,,,"5476, 97769-11",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,1,0,Energy Access,Other Energy Services
CKT-NGA10-2022-030,"DRILLING OF TWO (2) MIDDLE AQUIFER BOREHOLES IN BANKI POLICE BARRACK AND IMMIGRATION QUATER PREMISES BANKI, BAMA LGA BORNO STATE",,29406.5445,,Water Services,Number of beneficiaries,52,104,104 beneficiaries,,,Non-VF,,Close the gap on energy access,,,,CKT-NGA10-2022-030-1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,52,Energy Access,Water Services
UNDP-NGA10-2022-015 ,"PROVISION AND INSTALLATION OF 160 SOLAR STREET LIGHTS AT
500 HOUSING UNIT, BANKI TOWN, BAMA LGA, BORNO STATE",,48597.1267,"Install 160 solar street lights at 500 housing units in Banki Town, Bama LGA, Borno State, benefiting 46,000 people.",Energy Infrastructure Services,Number of beneficiaries,0,46000,46000 beneficiaries,,,Non-VF,,Accelerating just energy transition,,,,UNDP-NGA10-2022-015 -1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,46000,Energy Access,Energy Infrastructure Services
NGA10-0000026575,"PROVISION AND INSTALLATION OF 12 SOLAR STREET LIGHTS BANKI TOWN, BAMA LGA, BORNO STATE",,3644.784503,"Install 12 solar street lights in Banki Town, Bama LGA, Borno State, providing energy access to 140 beneficiaries in Nigeria.",Energy Infrastructure Services,Number of beneficiaries,0,140,140 beneficiaries,,,Non-VF,,Accelerating just energy transition,,,,NGA10-0000026575-1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,140,Energy Access,Energy Infrastructure Services
UNDP-NGA10-2022-016,"PROVISION AND INSTALLATION OF 145 SOLAR STREET LIGHTS AT
500 HOUSING UNIT, DAMBOA TOWN, DAMBOA LGA, BORNO STATE",,44041.14607,"Install 145 solar street lights at 500 housing units in Damboa Town, Borno State, benefiting 24,000 individuals.",Energy Infrastructure Services,Number of beneficiaries,0,24000,24000 beneficiaries,,,Non-VF,,Accelerating just energy transition,,,,UNDP-NGA10-2022-016-1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,24000,Energy Access,Energy Infrastructure Services
NGA10-0000026576,"SUPPLY AND INSTALLATION OF 5KVA INVERTER SYSTEM WITH SOLAR
PANEL IN PRIMARY SCHOOL, BANKI",,4852.290576,"Install 5KVA inverter system with solar panels in a primary school, benefiting 400 direct beneficiaries and aiming to close the gap on energy access.",Education Services,Number of beneficiaries,2000,2400,2400 beneficiaries,,,Non-VF,,Close the gap on energy access,,,,NGA10-0000026576-1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,400,Energy Access,Education Services
CKT-NGA10-2021-63,"PROVISION AND INSTALLATION OF SOLAR POWERED STREETLIGHTS AT NGARANNAM, MAFA LGA, BORNO STATE (LOT 1)",,123645.672,"Provide access to 2520 beneficiaries through the provision and installation of solar-powered streetlights in Ngarannam, Mafa LGA, Borno State.",Energy Infrastructure Services,Number of beneficiaries,0,2520,2520 beneficiaries,,,Non-VF,,Accelerating just energy transition,,,,CKT-NGA10-2021-63-1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,2520,Energy Access,Energy Infrastructure Services
CKT-NGA10-2021-64,"PROVISION AND INSTALLATION OF SOLAR POWERED STREETLIGHTS AT NGARANNAM, MAFA LGA, BORNO STATE (LOT 2)",,123645.672,"Provide access to 2520 beneficiaries through the provision and installation of solar-powered streetlights in Ngarannam, Mafa LGA, Borno State.",Energy Infrastructure Services,Number of beneficiaries,0,2520,2520 beneficiaries,,,Non-VF,,Accelerating just energy transition,,,,CKT-NGA10-2021-64-1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,2520,Energy Access,Energy Infrastructure Services
10046575,"Provision & Installation of Solar Powered Streetlights along Trench Line, Ngarannam, Mafa L.G.A, Borno State",,112989.4255,"Provide solar-powered streetlights along Trench Line, Ngarannam, Mafa L.G.A, Borno State, benefiting 2,521 individuals.",Energy Infrastructure Services,Number of beneficiaries,0,2521,2521 beneficiaries,,,Non-VF,,Accelerating just energy transition,,,,10046575-1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,2521,Energy Access,Energy Infrastructure Services
CKT-NGA10-2021-62,"Construction of Drilling, Installation and Reticulation of Two (2) Deep Aquifer (Underground Water Wells) Solar Driven Boreholes at Ngarannam, Mafa LGA, Borno State",,128501.3089,"Construct and install two solar-driven boreholes at Ngarannam, Mafa LGA, Borno State, providing access to clean underground water for 2,521 beneficiaries.",Water Services,Number of beneficiaries,0,2521,2521 beneficiaries,,,Non-VF,,Close the gap on energy access,,,,CKT-NGA10-2021-62-1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,2521,Energy Access,Water Services
UNDP-NGA10-2022-087,"Construction works at Primary Health Care Centre in Jajere community, Fune LGA in Yobe
State",,103632.9042,"Provide access to 3000 beneficiaries through construction works at a Primary Health Care Centre in Jajere community, Fune LGA in Yobe State.",Health Services,Number of beneficiaries,0,3000,3000 beneficiaries,,,Non-VF,,Close the gap on energy access,,,,UNDP-NGA10-2022-087-1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,3000,Energy Access,Health Services
NGA10-0000026603,"SUPPLY AND INSTALLATION OF 5KVA INVERTER SYSTEM WITH SOLAR
PANEL IN NGARANNAM POLICE OUTPOST MAFA LGA, BORNO STATE",,6832.787958,"Deploy 16 police personnel to the Ngarannam Police Outpost in Borno State, Nigeria, which was designed for that purpose but currently has 20 officers working there.",Energy Infrastructure Services,Number of police personel deployed,0,16,"Police Outpost was designed as an outpost office for 16 Police personnel, however, 20 officers were deployed using the office.",,,Non-VF,,Accelerating just energy transition,,,,NGA10-0000026603-1,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,16,Energy Access,Energy Infrastructure Services
NGA10-0000026603,"SUPPLY AND INSTALLATION OF 5KVA INVERTER SYSTEM WITH SOLAR
PANEL IN NGARANNAM POLICE OUTPOST MAFA LGA, BORNO STATE",,6832.787958,"Deploy 20 police personnel to benefit from a solar project in Ngarannam Police Outpost, Mafa LGA, Borno State, through the supply and installation of a 5KVA inverter system with solar panels.",Energy Infrastructure Services,Number of police personel deployed,0,16,"Police quarters was designed to provide accommodation for 16 Police personnel, however, 20 officers were deployed with room-sharing. Hence, solar project benefitted 20 officers in the Police Qtrs.",,,Non-VF,,Accelerating just energy transition,,,,NGA10-0000026603-2,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,16,Energy Access,Energy Infrastructure Services
NGA10-0000026603,"SUPPLY AND INSTALLATION OF 5KVA INVERTER SYSTEM WITH SOLAR
PANEL IN NGARANNAM POLICE OUTPOST MAFA LGA, BORNO STATE",,6832.787958,"Supply and install a 5KVA inverter system with solar panels in Ngarannam Police Outpost, Mafa LGA, Borno State, benefiting 150 pupils.",Education Services,Number of pupils/beneficiaries,0,150,"6Blocks of classrooms were constructed for minimum 150 pupils, however, the enrolement for now is 135 pupils.",,,Non-VF,,Close the gap on energy access,,,,NGA10-0000026603-3,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,150,Energy Access,Education Services
NGA10-0000026603,"SUPPLY AND INSTALLATION OF 5KVA INVERTER SYSTEM WITH SOLAR
PANEL IN NGARANNAM POLICE OUTPOST MAFA LGA, BORNO STATE",,6832.787958,"Install a 5KVA inverter system with solar panels in Ngarannam Police Outpost, Mafa LGA, Borno State, benefiting 70,063 direct beneficiaries.",Energy Infrastructure Services,Number of beneficiaries,,70063,,,,Non-VF,,Close the gap on energy access,,,,NGA10-0000026603-4,NGA,,Nigeria,566,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Low,1,70063,Energy Access,Energy Infrastructure Services
